cgs,,,,,,,,,,,,,,,,,
,IP Blok 116.68.175.0/24,,,,,,,,,,,,,,,,
,Mask (Dec) :,,0.252,,0.248,,0.24,,0.224,,0.192,,0.128,,0,,
,,,/30,,/29,,/28,,/27,,/26,,/25,,/24,,
,,,2,,3,,4,,5,,6,,7,,8,,
,Alokasi,Vlan,Network,Broadcast,Network,Broadcast,Network,Broadcast,Network,Broadcast,Network,Broadcast,Network,Broadcast,Network,Broadcast,
,Alokasi untuk BIN di Ro. D3,,0,3,0,,0,,0,,0,,0,,0,,
,Alokasi untuk BIN di Ro. D3,,4,7,,7,,,,,,,,,,,B
,Alokasi untuk BIN di Ro. D3,,8,11,8,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,12,15,,15,,15,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,16,19,16,,16,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,20,23,,23,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,24,27,24,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,28,31,,31,,31,,31,,,,,,,
,Alokasi untuk BIN di Ro. D3,,32,35,32,,32,,32,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,36,39,,39,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,40,43,40,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,44,47,,47,,47,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,48,51,48,,48,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,52,55,,55,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,56,59,56,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,60,63,,63,,63,,63,,63,,,,,
,Alokasi untuk BIN di Ro. D3,,64,67,64,,64,,64,,64,,,,,,
,Alokasi untuk BIN di Ro. D3,,68,71,,71,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,72,75,72,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,76,79,,79,,79,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,80,83,80,,80,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,84,87,,87,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,88,91,88,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,92,95,,95,,95,,95,,,,,,,
,Alokasi untuk BIN di Ro. D3,,96,99,96,,96,,96,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,100,103,,103,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,104,107,104,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,108,111,,111,,111,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,112,115,112,,112,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,116,119,,119,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,120,123,120,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,124,127,,127,,127,,127,,127,,127,,,
,Alokasi untuk BIN di Ro. D3,,128,131,128,,128,,128,,128,,128,,,,
,Alokasi untuk BIN di Ro. D3,,132,135,,135,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,136,139,136,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,140,143,,143,,143,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,144,147,144,,144,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,148,151,,151,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,152,155,152,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,156,159,,159,,159,,159,,,,,,,
,Alokasi untuk BIN di Ro. D3,,160,163,160,,160,,160,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,164,167,,167,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,168,171,168,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,172,175,,175,,175,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,176,179,176,,176,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,180,183,,183,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,184,187,184,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,188,191,,191,,191,,191,,191,,,,,
,Alokasi untuk BIN di Ro. D3,,192,195,192,,192,,192,,192,,,,,,
,Alokasi untuk BIN di Ro. D3,,196,199,,199,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,200,203,200,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,204,207,,207,,207,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,208,211,208,,208,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,212,215,,215,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,216,219,216,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,220,223,,223,,223,,223,,,,,,,
,Alokasi untuk BIN di Ro. D3,,224,227,224,,224,,224,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,228,231,,231,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,232,235,232,,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,236,239,,239,,239,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,240,243,240,,240,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,244,247,,247,,,,,,,,,,,
,Alokasi untuk BIN di Ro. D3,,248,251,248,,,,,,,,,,,,
,,,252,255,,255,,255,,255,,255,,255,,255,
